id,article,name,price,discount,manufacturer_id,pharmaceutical_form_id,description
26,TV,EXO Cherry-Berry,3650,0,2,5,"В чем преимущество энергоснабжения кетоновыми телами?

Нашим клеткам и тканям нужна энергия, чтобы жить и работать. Самый простой способ получить его-это переработка простых углеводов. К ним относятся глюкоза и другие сахара, которые быстро расщепляются, но не дают много энергии ""на выходе"". Если мы хотим увеличить выработку энергии в митохондриях, то прямое увеличение объема углеводов в пище не поможет. Их излишки – углеводы, которые не были переработаны в энергию прямо здесь и сейчас, – преобразуются рядом гормонов, в первую очередь инсулином, и ферментами в жиры и откладываются в организме. Именно чрезмерное потребление углеводов, по последним данным, является основным механизмом увеличения массы тела.

Вторым способом получения энергии является расщепление жиров и их производных, которые, помимо прочего, являются кетоновыми телами. В то же время, хотя они обрабатываются сложнее (для реакции требуется больше кислорода), но они дают много энергии в пересчете на одну используемую молекулу. Однако для перехода митохондрий к выработке энергии из кетонов необходимо изменить углеводный и жировой баланс в организме и, прежде всего, уменьшить количество простых углеводов в пище.

Прием Экзо Т8 как раз и приводит к таким изменениям, что значительно повышает эффективность митохондриального пула. В конце концов, β-гидроксибутират является готовым к использованию и высококачественным субстратом для выработки АТФ в митохондриях.

Когда будет полезно принимать экзокетоны?

Прежде всего, этот функциональный продукт здорового питания рекомендуется использовать при длительном физическом или психологическом стрессе. И то, и другое быстро приводит к повреждению митохондрий свободными радикалами и истощению энергетического резерва в мышечных или нервных клетках. Результатом является резкое падение физической выносливости и быстро приближающаяся усталость. А в случае психоэмоционального стресса – апатия, сонливость, снижение работоспособности и концентрации внимания.

Приток экзокетонов обеспечит митохондрии высококачественным сырьем для выработки энергии, которой образуется почти в 3,5 раза больше, чем при переработке такого же количества молекул углеводов. В то же время метаболизм кетонов не связан с увеличением количества активных форм кислорода и рисками повреждения митохондрий. Наконец, прием экзокетонов не приводит к увеличению массы тела.

Кроме того, прием T8 Exo:

ускоряет восстановление после умственных и физических перегрузок;
повышает устойчивость к стрессовым ситуациям;
помогает выровнять эмоциональный фон и настроение;
это позволит вам быстро и безболезненно перейти на диету в стиле LCHF;
это поможет защитить клетки нервной системы во время интоксикации, повышенного внутричерепного давления и дефицита кислорода, связанного с шейным остеохондрозом.

Как использовать T8 Exo?

Суточная доза T8 Exo составляет максимум 2 ложки продукта, принимаемого утром и вечером. Порошок следует растворить в стакане (250 мл) воды и выпить.

Прием экзокетонов противопоказан:

при любых эндокринных патологиях (сахарный диабет и др.);
при заболеваниях почек и печени;
во время беременности;
в период грудного вскармливания;
в возрасте до 18 лет.

Состав: Кальций BHB, магний BHB и натрий BHB, цитрат калия, лимонная кислота, яблочная кислота, экстракт стевии, бета-каротин, натуральный идентичный аромат вишни.

Вес брутто: 220 г

Срок годности: 2 года"
27,TV,EXO Orange mood,3650,0,2,5,"В чем преимущество энергоснабжения кетоновыми телами?

Нашим клеткам и тканям нужна энергия, чтобы жить и работать. Самый простой способ получить его-это переработка простых углеводов. К ним относятся глюкоза и другие сахара, которые быстро расщепляются, но не дают много энергии ""на выходе"". Если мы хотим увеличить выработку энергии в митохондриях, то прямое увеличение объема углеводов в пище не поможет. Их излишки – углеводы, которые не были переработаны в энергию прямо здесь и сейчас, – преобразуются рядом гормонов, в первую очередь инсулином, и ферментами в жиры и откладываются в организме. Именно чрезмерное потребление углеводов, по последним данным, является основным механизмом увеличения массы тела.

Вторым способом получения энергии является расщепление жиров и их производных, которые, помимо прочего, являются кетоновыми телами. В то же время, хотя они обрабатываются сложнее (для реакции требуется больше кислорода), но они дают много энергии в пересчете на одну используемую молекулу. Однако для перехода митохондрий к выработке энергии из кетонов необходимо изменить углеводный и жировой баланс в организме и, прежде всего, уменьшить количество простых углеводов в пище.

Прием Экзо Т8 как раз и приводит к таким изменениям, что значительно повышает эффективность митохондриального пула. В конце концов, β-гидроксибутират является готовым к использованию и высококачественным субстратом для выработки АТФ в митохондриях.

Когда будет полезно принимать экзокетоны?

Прежде всего, этот функциональный продукт здорового питания рекомендуется использовать при длительном физическом или психологическом стрессе. И то, и другое быстро приводит к повреждению митохондрий свободными радикалами и истощению энергетического резерва в мышечных или нервных клетках. Результатом является резкое падение физической выносливости и быстро приближающаяся усталость. А в случае психоэмоционального стресса – апатия, сонливость, снижение работоспособности и концентрации внимания.

Приток экзокетонов обеспечит митохондрии высококачественным сырьем для выработки энергии, которой образуется почти в 3,5 раза больше, чем при переработке такого же количества молекул углеводов. В то же время метаболизм кетонов не связан с увеличением количества активных форм кислорода и рисками повреждения митохондрий. Наконец, прием экзокетонов не приводит к увеличению массы тела.

Кроме того, прием T8 Exo:

ускоряет восстановление после умственных и физических перегрузок;
повышает устойчивость к стрессовым ситуациям;
помогает выровнять эмоциональный фон и настроение;
это позволит вам быстро и безболезненно перейти на диету в стиле LCHF;
это поможет защитить клетки нервной системы во время интоксикации, повышенного внутричерепного давления и дефицита кислорода, связанного с шейным остеохондрозом.

Как использовать T8 Exo?

Суточная доза T8 Exo составляет максимум 2 ложки продукта, принимаемого утром и вечером. Порошок следует растворить в стакане (250 мл) воды и выпить.

Прием экзокетонов противопоказан:

при любых эндокринных патологиях (сахарный диабет и др.);
при заболеваниях почек и печени;
во время беременности;
в период грудного вскармливания;
в возрасте до 18 лет.

Состав: Кальций BHB, магний BHB и натрий BHB, цитрат калия, лимонная кислота, яблочная кислота, экстракт стевии, бета-каротин, натуральный идентичный аромат апельсина.

Вес брутто: 220 г

Срок годности: 2 года"
28,TV,CANDY LcBOX,2990,0,2,23,Набор CANDY LcBOX
29,TV,Т8 TO GO,2990,0,2,5,"Использование Т8 ДЛЯ ПЕРЕХОДА:

Он насыщает организм незаменимыми аминокислотами
Это способствует наращиванию мышц и восполняет энергию после тренировки
Он заменяет 1 полный прием белковой пищи и усваивается на 98%
Он подходит для тех, кто придерживается питания LCHF, в том числе вегетарианцев, аллергиков
T8 TO GO-это готовое решение для поддержания белкового, энергетического баланса и витаминов для тех, кто придерживается стиля питания LCHF и активно занимается физической активностью.

Каждая порция содержит 20 г белка, что является ключом к предотвращению потери мышечной массы во время активной тренировки или протокола кето.

Что такое T8, ЧТОБЫ ПОЙТИ?

Каждые 50 г продукта содержат 20 г чистого горохового белка, полезные жиры в виде масла MCT, натуральный и многокомпонентный пребиотик, обогащенный микроэлементами, и комплекс из 17 витаминов и минералов.

Сбалансированный состав T8 ДЛЯ ПЕРЕХОДА:

Масло MCT является основным источником кетонов. Это означает, что он является мгновенным источником энергии для наших митохондрий.
Гороховый белок содержит все 9 незаменимых аминокислот, которые необходимы для быстрого и здорового роста мышц. Это высококачественный чистый белок со скоростью всасывания 98%.
Многокомпонентный пребиотик. Пищевые волокна необходимы для оптимизации здоровой микробиоты в тонком кишечнике, что поможет лучше усваивать гороховый белок.
Витаминный комплекс. Он необходим как дополнительный источник витаминов и минералов для успеха и поддержания здорового организма. T8 TO GO содержит ежедневную дозу витаминов, которые помогут вам осознать все преимущества низкоуглеводного стиля питания.
T8 TO GO является отличным источником растительного белка и подходит для диетологов LCHF, вегетарианцев, веганов, спортсменов и всех, кто нуждается в дополнительном белке в своем ежедневном рационе.

Как использовать:
Смешайте 50 г смеси (4 ложки) с 200 г воды, взбейте в шейкере до однородной массы и дайте настояться в течение нескольких минут.

Состав: гороховый белок (изолят), кокосовое, какао-порошок, эритрит, сыр Маскарпоне порошок, масло СЦТ (триглицериды средней цепи), ванилин, кокосовый жир, рисовый белок, β-циклодекстрин, цикорий, Thixogum с комплексная пищевая добавка, Floracia растворимые пищевые волокна (камедь акации, фруктоолигосахариды из цикория), Fibregum растворимые пищевые волокна акации камедь, ароматизатор шоколад, ириски-сливочный ароматизатор, магния, бис-глицинат, лактат цинка, selexene (селен), комплекс хрома пиколинат (витамин С - 76 мг, Витамин А - 0.6 мг, витамин D3 - 10,8 мкг, витамин Е - 5,4 мг, В1 - 0,43 мг, В2 - 0.56 мг, В6 - 0,42 мг, В12 - 1 мкг, К1 - 42 мкг, витамин В3 (РР) - 2,42 мг, В9 - 40 мкг, пантотеновая кислота В5 - 2,77 мг, биотин - 0,013 мг).

Продукт имеет 2 вкуса: шоколад и крем-брюле.

Противопоказания: индивидуальная непереносимость компонентов.

Вес нетто: 700 г

В одну упаковку входило 14 порций.

Срок годности: 24 месяца"
30,TV,Т8 MANANA,1090,0,2,5,"Энергетическая ценность мананы T8 обусловлена тем, что 36% этого десерта состоит из сухого кокосового молока, которое является богатейшим природным источником масел MCT. Эти масла представляют собой жирные кислоты со средней длиной молекулярной цепи (MCT – от английского: Триглицериды со средней цепью). Такие кислоты легко проникают через стенку желудка в кровь, а из нее переносятся в клетки, где быстро попадают в митохондрии – ""энергетические станции"" нашего организма. Энергия в митохондриях вырабатывается в виде молекул аденозинтрифосфата (АТФ). И основным сырьем для этого процесса являются как раз жирные кислоты масел MCT.

Кроме того, десерт T8 Manana включает семена чиа. Это отличный природный источник:

омега-3-ненасыщенные жирные кислоты;
витамины А, С, Е, В1, В2, РР;
микроэлементы (калий, магний, фосфор, селен и цинк).
Особенностью семян чиа является очень высокое содержание кальция: 631 мг на 100 г семян. Это в два раза больше, чем в стакане молока.

Десерт T8 Manana имеет два разных ягодных вкуса: сушеная клубника или дикая ежевика. Сладость ему придает подсластитель эритрит, который содержит почти ноль калорий, а консистенция-полисахарид водорослей каррагинан, который является растительной альтернативой желатину.

Как использовать T8 Manana?
Чтобы приготовить вкусный десерт, добавьте в смесь воду комнатной температуры. Количество воды зависит от того, какую консистенцию продукта вы хотите получить. Сначала налейте в смесь половину приготовленной воды и перемешайте. Через некоторое время добавьте оставшуюся воду. Десерт готов к употреблению.

Манана Т8 с мясистой клубникой
Состав: кокосовый порошок, семена чиа, обезвоженная измельченная клубника, сухое молоко 26%, карагинан, сукралоза.

T8 Манана с вяжущим ежевичным
Состав: кокосовый порошок, семена чиа, обезвоженная измельченная ежевика, сухое молоко 26%, карагинан, сукралоза.

Срок годности: 12 месяцев

Вес брутто: 130 г.

Вес 1 порции: 26 г.

Количество порций в коробке с МАНАНОЙ T8: 5."
31,TV,T8 BRAIN OIL,1540,0,2,11,"Этот продукт важен для тех, кто хочет улучшить работу своего мозга и в то же время обеспечить организм энергией без риска набрать лишний вес.

Особенностью этого продукта является одновременное содержание жирных кислот и полипренолов. Жирные кислоты представлены каприловой и каприновой кислотой, которую получают из кокосовых орехов. Эти соединения относятся к так называемым маслам MCT.

MCT-это аббревиатура для ""Триглицеридов со средней длиной цепи"", то есть триглицериновых кислот со средней длиной цепи. Такие среднецепочечные жиры очень быстро всасываются в кровь, а из нее попадают непосредственно в клетки. Там они проникают через мембрану митохондрий и сразу же включаются в цикл Кребса – основной механизм выработки энергии в виде молекул АТФ.

Вторым активным компонентом МАСЛА ДЛЯ МОЗГА Т8 являются полипренолы.

Для правильного функционирования клеточного митохондриального пула важны, в первую очередь, выраженные антиоксидантные свойства полипренолов. В процессе выработки энергии на мембране митохондрий образуются побочные продукты таких реакций – активные формы кислорода. Их также часто называют свободными радикалами. Физиологическое количество свободных радикалов полезно для организма. Они выполняют сигнальную функцию, принимая участие в регуляции определенных метаболических процессов в клетке и митохондриях. Однако, когда их количество превышает физиологическую норму, из-за их химической агрессивности они также могут повреждать ферментные белки и липиды мембраны митохондрий, нарушая работу этих ""электростанций"".

И чем выше стрессовые условия, в которых работают митохондрии, тем больше образуется таких веществ. Кроме того, количество свободных радикалов дополнительно увеличивается при:

избыток простых углеводов в рационе;
недостаток физической активности;
недостаток сна;
хронический стресс.
Активные формы кислорода являются основным фактором окислительного стресса. На клеточном уровне это проявляется повреждением ферментных комплексов и мембран митохондрий, ухудшением их функции и, наконец, гибелью митохондрий. Разорвать этот порочный круг помогут вещества-антиоксиданты, ярким представителем которых являются полипренолы. Их приток позволяет обеспечить наиболее активную работу митохондриального пула клетки, что означает интенсивную выработку энергии, и в то же время снизить уровень повреждений от окислительного стресса.

Как использовать МАСЛО ДЛЯ МОЗГА T8?

Это масло, которое можно использовать в качестве добавки к любой пище. Его можно смешивать с различными блюдами или готовить на его основе вкусные и ароматные напитки. Суточная доза МАСЛА ДЛЯ МОЗГА T8 составляет 30 мл, которое необходимо разделить на две дозы в день по 15 мл каждая.

Состав: Масло MCT, полипренолы.

Условия хранения: Хранить в сухом месте при нормальной температуре. Он не требует особых условий хранения и транспортировки.

Срок годности: 2 года

Объем: 280 мл"
32,TV,T8 BRAIN COFFEE,740,0,2,6,"T8 BRAIN COFFEE предназначен для приготовления утреннего бодрящего напитка, насыщенного полезными жирами. Это позволит вам получить заряд энергии в самом начале дня, а значит, вы сможете потратить ее максимально продуктивно. Компоненты кофе для мозга Т8 стимулируют работу митохондриального пула клетки и поддерживают ее здоровье.

Для многих утренняя чашка кофе-необходимый ритуал, необходимый для того, чтобы ""включиться"", войти в рабочий режим. Специалисты VILAVI нашли способ усилить этот стимулирующий эффект.

В состав T8 BRAIN COFFEE входит не только натуральная, профессионально обжаренная и молотая арабика, но и масло T8 Brain – продукт на основе масел MCT и полипренолов:

Сухое кокосовое молоко и порошок сливочного масла, входящие в состав кофе T8 Brain, имеют высокую концентрацию жирных кислот со средней длиной цепи (MCT - от английского: Триглицериды со средней длиной цепи). Жирные кислоты служат основным энергетическим топливом для выработки энергии митохондриями. А благодаря небольшому размеру молекулы (в отличие от длинноцепочечных жиров) масла MCT быстро всасываются в кишечнике и легко проникают через мембраны в клетки. Это то, что обеспечивает вам быстрый приток энергии после употребления кофе для мозга T8.
Кроме того, одним из компонентов кофе для мозга T8 является масло для мозга T8. В дополнение к большему количеству масел MCT, он также содержит полипренолы, для которых экспериментально подтверждена высокая антиоксидантная активность. Это означает, что полипренолы способны нейтрализовать свободные радикалы, которые образуются в митохондриях при синтезе молекул энергии – АТФ. Это означает, что эти свободные радикалы больше не смогут повреждать мембраны митохондрий, что повышает эффективность всего митохондриального пула клетки.
Кофе для мозга T8 поможет вам мгновенно проснуться и ""не раскачиваясь"" войти в ритм рабочего дня. А его оригинальный состав слегка изменяет вкус обычного кофе, добавляя ему мягкий и очень приятный ореховый оттенок.

Как использовать кофе для мозга T8?
Обычно для приготовления одной чашки кофе требуется 2-3 столовые ложки смеси из упаковки. Поместите их во французский пресс, залейте кипятком и подождите 4 минуты. Вот и все! Доброе утро!

Состав: натуральный обжаренный молотый кофе Арабика 100%, средняя степень обжарки, сухое кокосовое молоко, сухое сливочное масло, масло MCT, ароматизатор шоколада, идентичный натуральному, полипренолы.

Срок годности: 12 месяцев с даты изготовления."
33,-,AngioLive Mask 250г Вертера,1150,0,4,10,"Огромным преимуществом препарата выступает его универсальность – он способен оказывать длительный терапевтический эффект и при этом выступать отличным профилактическим средством. Поэтому маской с удовольствием пользуются представительницы прекрасного пола любого возраста – и поступают правильно! 3 причины, чтобы купить AngioLive Mask:

Натуральный состав. Гель создан на основе экологически чистого сырья, сочетает в себе вытяжки из лекарственных растений, дополненные природными компонентами. Их идеальный баланс позволяет достичь фантастических результатов! Через короткий промежуток времени его применения снимаются спазмы гладкой мускулатуры, расширяются сосуды, рассасываются тромбы, повышается эластичность эпидермиса, исчезает отечность. В итоге, кожа приобретает вожделенную мягкость, нежность, ровный красивый цвет, становится гладкой и увлажненной, бесследно улетучиваются боль и тяжесть.
Добротная упаковка со стильным дизайном. Надежная пластиковая тара оснащена плотно закрывающейся крышкой. Если ваша профессиональная деятельность связана с большой нагрузкой на ноги, или вы активно занимаетесь спортом, или отправляетесь в дальнюю дорогу, обязательно возьмите маску с собой. Она станет настоящей панацеей при возникновении чувства усталости, онемения, боли, отечности в области верхних или нижних конечностей.
Удобство применения. Достаточно просто нанести небольшое количество геля на руки и ноги, подержать маску около 20 минут, обеспечив телу максимальный покой. После чего аккуратно смыть ее водой или убрать влажной салфеткой. После первого применения вы сразу почувствуете значительное облегчение, а курс из нескольких сеансов вернет вам ощущение молодости, бодрости, легкости.
Не отказывайте себе в удовольствии пользоваться органической косметикой по демократичным ценам. Ассортимент нашего интернет-магазина удовлетворяет запросы самых взыскательных покупателей, поэтому внимательно изучайте его и делайте покупки. Это позволит сохранить молодость в душе и теле на долгие годы!"
34,-,"Energy juice груша, 6x250 мл",1990,0,1,23,"Energy Juice – этот натуральный продукт сочетает в себе гель из ламинарии, фруктовый сок и природные адаптогены, которые активно поддерживают организм и являются источником энергии. Помогает справиться с обыденной хандрой, сонливостью и добиться максимальной продуктивности в течение всего дня.

Ламинария выполняет бережный детокс, насыщает витаминами и минералами; 
Кванты энергии в биодоступной форме исключительно из природных составляющих; 
Природный кофеин гуарана нормализует жировые обмены в организме, повышает работоспособность, а также стимулирует функции нервной системы; 
Полезные вещества элеутерококка повышают сопротивляемость организма в экстремальных условиях;
L-карнитин способствует снижению веса;
Не содержит сахара;
Всего 88 ккал в бутылке.


Состав:

восстановленный сок груши,
восстановленный сок лимона,
гелеобразный продукт из бурых морских водорослей (ламинарии) «Вертера®»,
ароматизатор пищевой натуральный « Груша»,
пектин цитрусовый - стабилизатор,
L-карнитин (L-carnitine L-Tartrate),
экстракт гуараны,
таурин,
экстракт элеутерококка колючего.


Применение:

Перед употреблением встряхнуть.

Пейте охлажденным!

Внимание! Имеются противопоказания для определенной группы лиц. Подробную информацию смотрите на упаковке."
35,-,AngioLive Mask Вертера,1925,0,4,10,"Огромным преимуществом препарата выступает его универсальность – он способен оказывать длительный терапевтический эффект и при этом выступать отличным профилактическим средством. Поэтому маской с удовольствием пользуются представительницы прекрасного пола любого возраста – и поступают правильно! 3 причины, чтобы купить AngioLive Mask:

Натуральный состав. Гель создан на основе экологически чистого сырья, сочетает в себе вытяжки из лекарственных растений, дополненные природными компонентами. Их идеальный баланс позволяет достичь фантастических результатов! Через короткий промежуток времени его применения снимаются спазмы гладкой мускулатуры, расширяются сосуды, рассасываются тромбы, повышается эластичность эпидермиса, исчезает отечность. В итоге, кожа приобретает вожделенную мягкость, нежность, ровный красивый цвет, становится гладкой и увлажненной, бесследно улетучиваются боль и тяжесть.
Добротная упаковка со стильным дизайном. Надежная пластиковая тара оснащена плотно закрывающейся крышкой. Если ваша профессиональная деятельность связана с большой нагрузкой на ноги, или вы активно занимаетесь спортом, или отправляетесь в дальнюю дорогу, обязательно возьмите маску с собой. Она станет настоящей панацеей при возникновении чувства усталости, онемения, боли, отечности в области верхних или нижних конечностей.
Удобство применения. Достаточно просто нанести небольшое количество геля на руки и ноги, подержать маску около 20 минут, обеспечив телу максимальный покой. После чего аккуратно смыть ее водой или убрать влажной салфеткой. После первого применения вы сразу почувствуете значительное облегчение, а курс из нескольких сеансов вернет вам ощущение молодости, бодрости, легкости.
Не отказывайте себе в удовольствии пользоваться органической косметикой по демократичным ценам. Ассортимент нашего интернет-магазина удовлетворяет запросы самых взыскательных покупателей, поэтому внимательно изучайте его и делайте покупки. Это позволит сохранить молодость в душе и теле на долгие годы!"
36,-,AngioLive Вишня 580 г,2000,0,4,10,"Актуально и полезно
Гель – вкусная добавка к пище, помогающая:

восполнить нехватку ценных веществ – витаминов, минералов, аминокислот, клетчатки, пр.;
восстановить силы во время активных занятий спортом, после авиаперелетов;
защитить организм от развития сердечно-сосудистых патологий, болезней лимфатической, эндокринной систем (что особенно важно при генетической предрасположенности);
снизить вес – актуально для людей с плохим обменом веществ;
восстановить жизненный тонус после болезни;
очистить организм от опасных веществ и токсинов.
Детокс-гель используют в качестве иммунного стимулятора, что особенно важно во время распространения респираторных заболеваний.

AngioLive «Вишня» – ценный источник фитоэстрогенов, которые позволят восстановить обменные процессы, снять отеки, избавиться от целлюлита.

Сбалансированный состав
Эффективность средства обусловлена уникальным составом, в который включены:

Гель из водорослей Laminaria japonica. В составе полисахариды, обладающие мощным противосвертывающим эффектом. Состав используют для профилактики инфарктов, инсультов.
Сухой экстракт винограда Vitis vinifera. Богатый витаминами и микроэлементами компонент. В экстракте содержится кверцетин – натуральный антиоксидант, связывающий и выводящий из организма свободные радикалы.
Сухой экстракт листьев красного винограда Vitis vinifera. Антиоксиданты и полифенолы выводят лишнюю жидкость, способствуют снятию отечности.
Сухой экстракт стевии Stevia rebaudiana Bertoni. Сладкий и низкокалорийный заменитель сахара, который рекомендуют при диабете.
Лимонная кислота. Натуральный антиокислитель.
Вишневый сок.
В составе гелеобразного продукта исключительно природные компоненты. Принимают средство по инструкции – за 30 мин. до еды по 2 ст. л. 2 раза в день. Курс приема составляет месяц, после чего рекомендовано сделать перерыв на 7 дней. Для достижения максимального эффекта рекомендовано употреблять состав на протяжении года, чередуя приемы и перерывы."
37,-,"AngioLive Vertera, 580 г",1925,0,1,10,"AngioLive Vertera – для профилактики и восстановления после болезни
Клеточный гель на основе морской водоросли в сочетании с экстрактами растений включают в ежедневный рацион питания:

спортсмены и активные люди – для повышения выносливости;
летчики, туристы – для нормализации венозного кровообращения и снятия чувства тяжести в ногах;
ослабленные болезнью и пожилые люди – для восстановления сил, повышения тонуса организма;
люди с избыточным весом, диабетом – для восстановления гормонального баланса, очищения сосудов от «плохого» холестерина;
специалисты интеллектуальной сферы – для нормализации кровоснабжения в мелких сосудах головного мозга.
Состав рекомендован к использованию людьми с наследственной предрасположенностью к сердечно-сосудистым заболеваниям. Гель становится отличной профилактикой инсультов и инфарктов.

Гарантированная польза
Биологически активную добавку используют в качестве дополнения к лечебному, спортивному, диетическому питанию. Это ценный источник фитоэстрогенов, обладающий противоцеллюлитным и противоотечным свойствами. Входящие в состав компоненты:

нормализуют водный баланс в организме – снимают отечность;
защищают организм от свободных радикалов – компоненты связывают и выводят такие вещества;
укрепляет стенки сосудов и капилляров – эффективная профилактика заболеваний сердца;
восполняет нехватку минералов и витаминов.
Для получения стойкого эффекта состав употребляют в течение месяца. После недельного перерыва начинают новый курс."
